,paragraph,split_paragraph
10,Languages that support class inheritance also allow classes to inherit interfaces from the classes that they are derived from.,"['language', 'support', 'class', 'inheritance', 'allow', 'class', 'inherit', 'interface', 'class', 'derive']"
11,"For example, if ""class A"" inherits from ""class B"" and if ""class B"" implements the interface ""interface B"" then ""class A"" also inherits the functionalityconstants and methods declaration provided by ""interface B"".","['example', 'class', 'inherit', 'class', 'class', 'implement', 'interface', 'interface', 'class', 'inherit', 'functionalityconstant', 'method', 'declaration', 'provide', 'interface']"
12,"In languages that support access specifiers, the interface of a class is considered to be the set of public members of the class, including both methods and attributes via implicit getter and setter methods; any private members or internal data structures are not intended to be depended on by external code and thus are not part of the interface.","['language', 'support', 'access', 'specifier', 'interface', 'class', 'consider', 'set', 'public', 'member', 'class', 'include', 'method', 'attribute', 'implicit', 'getter', 'setter', 'method', 'private', 'member', 'internal', 'datum', 'structure', 'intend', 'depend', 'external', 'code', 'interface']"
13,Object-oriented programming methodology dictates that the operations of any interface of a class are to be independent of each other. It results in a layered design where clients of an interface use the methods declared in the interface. An interface places no requirements for clients to invoke the operations of one interface in any particular order. This approach has the benefit that client code can assume that the operations of an interface are available for use whenever the client has access to the object.9citation needed,"['object', 'orient', 'programming', 'methodology', 'dictate', 'operation', 'interface', 'class', 'independent', 'result', 'layered', 'design', 'client', 'interface', 'use', 'method', 'declare', 'interface', 'interface', 'place', 'requirement', 'client', 'invoke', 'operation', 'interface', 'particular', 'order', 'approach', 'benefit', 'client', 'code', 'assume', 'operation', 'interface', 'available', 'use', 'client', 'access', 'objectcitation', 'need']"
14,"The buttons on the front of your television set are the interface between you and the electrical wiring on the other side of its plastic casing. You press the ""power"" button to toggle the television on and off. In this example, your particular television is the instance, each method is represented by a button, and all the buttons together compose the interface other television sets that are the same model as yours would have the same interface. In its most common form, an interface is a specification of a group of related methods without any associated implementation of the methods.","['button', 'television', 'set', 'interface', 'electrical', 'wiring', 'plastic', 'casing', 'press', 'power', 'button', 'toggle', 'television', 'example', 'particular', 'television', 'instance', 'method', 'represent', 'button', 'button', 'compose', 'interface', 'television', 'set', 'model', 'interface', 'common', 'form', 'interface', 'specification', 'group', 'related', 'method', 'associate', 'implementation', 'method']"
15,"A television set also has a myriad of attributes, such as size and whether it supports colour, which together comprise its structure. A class represents the full description of a television, including its attributes structure and buttons interface.","['television', 'set', 'myriad', 'attribute', 'size', 'support', 'colour', 'comprise', 'structure', 'class', 'represent', 'description', 'television', 'include', 'attribute', 'structure', 'button', 'interface']"
16,"Getting the total number of televisions manufactured could be a static method of the television class. This method is clearly associated with the class, yet is outside the domain of each individual instance of the class. A static method that finds a particular instance out of the set of all television objects is another example.","['get', 'total', 'number', 'television', 'manufacture', 'static', 'method', 'television', 'class', 'method', 'clearly', 'associate', 'class', 'outside', 'domain', 'individual', 'instance', 'class', 'static', 'method', 'find', 'particular', 'instance', 'set', 'television', 'object', 'example']"
17,The following is a common set of access specifiers:10,"['follow', 'common', 'set', 'access', 'specifiers']"
18,"Although many object-oriented languages support the above access specifiers, their semantics may differ.","['object', 'orient', 'language', 'support', 'access', 'specifier', 'semantic', 'differ']"
19,"Object-oriented design uses the access specifiers in conjunction with careful design of public method implementations to enforce class invariants—constraints on the state of the objects. A common usage of access specifiers is to separate the internal data of a class from its interface: the internal structure is made private, while public accessor methods can be used to inspect or alter such private data.","['object', 'orient', 'design', 'use', 'access', 'specifier', 'conjunction', 'careful', 'design', 'public', 'method', 'implementation', 'enforce', 'class', 'invariant', 'constraint', 'state', 'object', 'common', 'usage', 'access', 'specifier', 'separate', 'internal', 'datum', 'class', 'interface', 'internal', 'structure', 'private', 'public', 'accessor', 'method', 'inspect', 'alter', 'private', 'datum']"
20,"Access specifiers do not necessarily control visibility, in that even private members may be visible to client external code. In some languages, an inaccessible but visible member may be referred to at run-time for example, by a pointer returned from a member function, but an attempt to use it by referring to the name of the member from client code will be prevented by the type checker.11","['access', 'specifier', 'necessarily', 'control', 'visibility', 'private', 'member', 'visible', 'client', 'external', 'code', 'language', 'inaccessible', 'visible', 'member', 'refer', 'run', 'time', 'example', 'pointer', 'return', 'member', 'function', 'attempt', 'use', 'refer', 'member', 'client', 'code', 'prevent', 'type', 'checker']"
21,"The various object-oriented programming languages enforce member accessibility and visibility to various degrees, and depending on the language's type system and compilation policies, enforced at either compile-time or run-time. For example, the Java language does not allow client code that accesses the private data of a class to compile. 12 In the C++ language, private methods are visible, but not accessible in the interface; however, they may be made invisible by explicitly declaring fully abstract classes that represent the interfaces of the class.13","['object', 'orient', 'programming', 'language', 'enforce', 'member', 'accessibility', 'visibility', 'degree', 'depend', 'language', 'type', 'system', 'compilation', 'policy', 'enforce', 'compile', 'time', 'run', 'time', 'example', 'java', 'language', 'allow', 'client', 'code', 'access', 'private', 'datum', 'class', 'compile', 'c++', 'language', 'private', 'method', 'visible', 'accessible', 'interface', 'invisible', 'explicitly', 'declare', 'fully', 'abstract', 'class', 'represent', 'interface', 'class']"
22,Some languages feature other accessibility schemes:,"['language', 'feature', 'accessibility', 'scheme']"
23,"In addition to the design of standalone classes, programming languages may support more advanced class design based upon relationships between classes. The inter-class relationship design capabilities commonly provided are compositional and hierarchical.","['addition', 'design', 'standalone', 'class', 'programming', 'language', 'support', 'advanced', 'class', 'design', 'base', 'relationship', 'class', 'inter', 'class', 'relationship', 'design', 'capability', 'commonly', 'provide', 'compositional', 'hierarchical']"
24,"Classes can be composed of other classes, thereby establishing a compositional relationship between the enclosing class and its embedded classes. Compositional relationship between classes is also commonly known as a has-a relationship.16 For example, a class ""Car"" could be composed of and contain a class ""Engine"". Therefore, a Car has an Engine. One aspect of composition is containment, which is the enclosure of component instances by the instance that has them. If an enclosing object contains component instances by value, the components and their enclosing object have a similar lifetime. If the components are contained by reference, they may not have a similar lifetime.17 For example, in Objective-C 2.0:","['class', 'compose', 'class', 'establish', 'compositional', 'relationship', 'enclose', 'class', 'embed', 'class', 'compositional', 'relationship', 'class', 'commonly', 'know', 'relationship', 'example', 'class', 'car', 'compose', 'contain', 'class', 'engine', 'car', 'engine', 'aspect', 'composition', 'containment', 'enclosure', 'component', 'instance', 'instance', 'enclose', 'object', 'contain', 'component', 'instance', 'value', 'component', 'enclose', 'object', 'similar', 'lifetime', 'component', 'contain', 'reference', 'similar', 'lifetime', 'example', 'objective', '2']"
25,"This Car class has an instance of NSString a string object, Engine, and NSArray an array object.","['car', 'class', 'instance', 'nsstring', 'string', 'object', 'engine', 'nsarray', 'array', 'object']"
26,"Classes can be derived from one or more existing classes, thereby establishing a hierarchical relationship between the derived-from classes base classes, parent classes or .mw-parser-output .vanchor>:target~.vanchor-textbackground-color:#b1d2ffsuperclasses and the derived class child class or subclass . The relationship of the derived class to the derived-from classes is commonly known as an is-a relationship.18 For example, a class 'Button' could be derived from a class 'Control'. Therefore, a Button is a Control. Structural and behavioral members of the parent classes are inherited by the child class. Derived classes can define additional structural members data fields and behavioral members methods in addition to those that they inherit and are therefore specializations of their superclasses. Also, derived classes can override inherited methods if the language allows.","['class', 'derive', 'exist', 'class', 'establish', 'hierarchical', 'relationship', 'derive', 'class', 'base', 'class', 'parent', 'class', '.mw', 'parser', 'output', '.vanchor>:target~.vanchor', 'textbackground', 'color:#b1d2ffsuperclasse', 'derive', 'class', 'child', 'class', 'subclass', 'relationship', 'derive', 'class', 'derive', 'class', 'commonly', 'know', 'relationship', 'example', 'class', 'button', 'derive', 'class', 'control', 'button', 'control', 'structural', 'behavioral', 'member', 'parent', 'class', 'inherit', 'child', 'class', 'derive', 'class', 'define', 'additional', 'structural', 'member', 'datum', 'field', 'behavioral', 'member', 'method', 'addition', 'inherit', 'specialization', 'superclass', 'derive', 'class', 'override', 'inherit', 'method', 'language', 'allow']"
27,"Not all languages support multiple inheritance. For example, Java allows a class to implement multiple interfaces, but only inherit from one class.19 If multiple inheritance is allowed, the hierarchy is a directed acyclic graph or DAG for short, otherwise it is a tree. The hierarchy has classes as nodes and inheritance relationships as links. Classes in the same level are more likely to be associated than classes in different levels. The levels of this hierarchy are called layers or levels of abstraction.","['language', 'support', 'multiple', 'inheritance', 'example', 'java', 'allow', 'class', 'implement', 'multiple', 'interface', 'inherit', 'class', 'multiple', 'inheritance', 'allow', 'hierarchy', 'directed', 'acyclic', 'graph', 'dag', 'short', 'tree', 'hierarchy', 'class', 'node', 'inheritance', 'relationship', 'link', 'class', 'level', 'likely', 'associate', 'class', 'different', 'level', 'level', 'hierarchy', 'call', 'layer', 'level', 'abstraction']"
28,"Example Simplified Objective-C 2.0 code, from iPhone SDK:","['example', 'simplified', 'objective', '2', 'code', 'iphone', 'sdk']"
29,"In this example, a UITableView is a UIScrollView is a UIView is a UIResponder is an NSObject.","['example', 'uitableview', 'uiscrollview', 'uiview', 'uiresponder', 'nsobject']"
30,"Conceptually, a superclass is a superset of its subclasses. For example, a common class hierarchy would involve GraphicObject as a superclass of Rectangle and Ellipse, while Square would be a subclass of Rectangle. These are all subset relations in set theory as well, i.e., all squares are rectangles but not all rectangles are squares.","['conceptually', 'superclass', 'superset', 'subclass', 'example', 'common', 'class', 'hierarchy', 'involve', 'graphicobject', 'superclass', 'rectangle', 'ellipse', 'square', 'subclass', 'rectangle', 'subset', 'relation', 'set', 'theory', 'i.e.', 'square', 'rectangle', 'rectangle', 'square']"
31,"A common conceptual error is to mistake a part of relation with a subclass. For example, a car and truck are both kinds of vehicles and it would be appropriate to model them as subclasses of a vehicle class. However, it would be an error to model the component parts of the car as subclass relations. For example, a car is composed of an engine and body, but it would not be appropriate to model engine or body as a subclass of car.","['common', 'conceptual', 'error', 'mistake', 'relation', 'subclass', 'example', 'car', 'truck', 'kind', 'vehicle', 'appropriate', 'model', 'subclass', 'vehicle', 'class', 'error', 'model', 'component', 'part', 'car', 'subclass', 'relation', 'example', 'car', 'compose', 'engine', 'body', 'appropriate', 'model', 'engine', 'body', 'subclass', 'car']"
32,"In object-oriented modeling these kinds of relations are typically modeled as object properties. In this example, the Car class would have a property called parts. parts would be typed to hold a collection of objects, such as instances of Body, Engine, Tires, etc. Object modeling languages such as UML include capabilities to model various aspects of ""part of"" and other kinds of relations – data such as the cardinality of the objects, constraints on input and output values, etc. This information can be utilized by developer tools to generate additional code beside the basic data definitions for the objects, such as error checking on get and set methods.20","['object', 'orient', 'model', 'kind', 'relation', 'typically', 'model', 'object', 'property', 'example', 'car', 'class', 'property', 'call', 'part', 'part', 'type', 'hold', 'collection', 'object', 'instance', 'body', 'engine', 'tires', 'etc', 'object', 'modeling', 'language', 'uml', 'include', 'capability', 'model', 'aspect', 'kind', 'relation', 'datum', 'cardinality', 'object', 'constraint', 'input', 'output', 'value', 'etc', 'information', 'utilize', 'developer', 'tool', 'generate', 'additional', 'code', 'basic', 'datum', 'definition', 'object', 'error', 'checking', 'set', 'methods']"
33,"One important question when modeling and implementing a system of object classes is whether a class can have one or more superclasses. In the real world with actual sets it would be rare to find sets that didn't intersect with more than one other set. However, while some systems such as Flavors and CLOS provide a capability for more than one parent to do so at run time introduces complexity that many in the object-oriented community consider antithetical to the goals of using object classes in the first place. Understanding which class will be responsible for handling a message can get complex when dealing with more than one superclass. If used carelessly this feature can introduce some of the same system complexity and ambiguity classes were designed to avoid.21","['important', 'question', 'model', 'implement', 'system', 'object', 'class', 'class', 'superclass', 'real', 'world', 'actual', 'set', 'rare', 'find', 'set', 'intersect', 'set', 'system', 'flavors', 'clos', 'provide', 'capability', 'parent', 'run', 'time', 'introduce', 'complexity', 'object', 'orient', 'community', 'consider', 'antithetical', 'goal', 'object', 'class', 'place', 'understand', 'class', 'responsible', 'handle', 'message', 'complex', 'deal', 'superclass', 'carelessly', 'feature', 'introduce', 'system', 'complexity', 'ambiguity', 'class', 'design', 'avoid']"
34,"Most modern object-oriented languages such as Smalltalk and Java require single inheritance at run time. For these languages, multiple inheritance may be useful for modeling but not for an implementation.","['modern', 'object', 'orient', 'language', 'smalltalk', 'java', 'require', 'single', 'inheritance', 'run', 'time', 'language', 'multiple', 'inheritance', 'useful', 'modeling', 'implementation']"
35,"However, semantic web application objects do have multiple superclasses. The volatility of the Internet requires this level of flexibility and the technology standards such as the Web Ontology Language OWL are designed to support it.","['semantic', 'web', 'application', 'object', 'multiple', 'superclass', 'volatility', 'internet', 'require', 'level', 'flexibility', 'technology', 'standard', 'web', 'ontology', 'language', 'owl', 'design', 'support']"
36,"A similar issue is whether or not the class hierarchy can be modified at run time. Languages such as Flavors, CLOS, and Smalltalk all support this feature as part of their meta-object protocols. Since classes are themselves first-class objects, it is possible to have them dynamically alter their structure by sending them the appropriate messages. Other languages that focus more on strong typing such as Java and C++ do not allow the class hierarchy to be modified at run time. Semantic web objects have the capability for run time changes to classes. The rational is similar to the justification for allowing multiple superclasses, that the Internet is so dynamic and flexible that dynamic changes to the hierarchy are required to manage this volatility.22","['similar', 'issue', 'class', 'hierarchy', 'modify', 'run', 'time', 'language', 'flavors', 'clos', 'smalltalk', 'support', 'feature', 'meta', 'object', 'protocol', 'class', 'class', 'object', 'possible', 'dynamically', 'alter', 'structure', 'send', 'appropriate', 'message', 'language', 'focus', 'strong', 'typing', 'java', 'c++', 'allow', 'class', 'hierarchy', 'modify', 'run', 'time', 'semantic', 'web', 'object', 'capability', 'run', 'time', 'change', 'class', 'rational', 'similar', 'justification', 'allow', 'multiple', 'superclass', 'internet', 'dynamic', 'flexible', 'dynamic', 'change', 'hierarchy', 'require', 'manage', 'volatility']"
37,"Although class-based languages are commonly assumed to support inheritance, inheritance is not an intrinsic aspect of the concept of classes. Some languages, often referred to as ""object-based languages"", support classes yet do not support inheritance. Examples of object-based languages include earlier versions of Visual Basic.","['class', 'base', 'language', 'commonly', 'assume', 'support', 'inheritance', 'inheritance', 'intrinsic', 'aspect', 'concept', 'class', 'language', 'refer', 'object', 'base', 'language', 'support', 'class', 'support', 'inheritance', 'example', 'object', 'base', 'language', 'include', 'early', 'version', 'visual', 'basic']"
38,"In object-oriented analysis and in UML, an association between two classes represents a collaboration between the classes or their corresponding instances. Associations have direction; for example, a bi-directional association between two classes indicates that both of the classes are aware of their relationship.23 Associations may be labeled according to their name or purpose.24","['object', 'orient', 'analysis', 'uml', 'association', 'class', 'represent', 'collaboration', 'class', 'correspond', 'instance', 'association', 'direction', 'example', 'directional', 'association', 'class', 'indicate', 'class', 'aware', 'relationship', 'associations', 'label', 'accord', 'purpose']"
39,"An association role is given end of an association and describes the role of the corresponding class. For example, a ""subscriber"" role describes the way instances of the class ""Person"" participate in a ""subscribes-to"" association with the class ""Magazine"". Also, a ""Magazine"" has the ""subscribed magazine"" role in the same association. Association role multiplicity describes how many instances correspond to each instance of the other class of the association. Common multiplicities are ""0..1"", ""1..1"", ""1..*"" and ""0..*"", where the ""*"" specifies any number of instances.23","['association', 'role', 'give', 'end', 'association', 'describe', 'role', 'corresponding', 'class', 'example', 'subscriber', 'role', 'describe', 'way', 'instance', 'class', 'person', 'participate', 'subscribes', 'association', 'class', 'magazine', 'magazine', 'subscribe', 'magazine', 'role', 'association', 'association', 'role', 'multiplicity', 'describe', 'instance', 'correspond', 'instance', 'class', 'association', 'common', 'multiplicity', 'specify', 'number', 'instances']"
40,"There are many categories of classes, some of which overlap.","['category', 'class', 'overlap']"
41,"In a language that supports inheritance, an abstract class, or abstract base class ABC, is a class that cannot be instantiated because it is either labeled as abstract or it simply specifies abstract methods or virtual methods. An abstract class may provide implementations of some methods, and may also specify virtual methods via signatures that are to be implemented by direct or indirect descendants of the abstract class. Before a class derived from an abstract class can be instantiated, all abstract methods of its parent classes must be implemented by some class in the derivation chain.25","['language', 'support', 'inheritance', 'abstract', 'class', 'abstract', 'base', 'class', 'abc', 'class', 'instantiate', 'label', 'abstract', 'simply', 'specify', 'abstract', 'method', 'virtual', 'method', 'abstract', 'class', 'provide', 'implementation', 'method', 'specify', 'virtual', 'method', 'signature', 'implement', 'direct', 'indirect', 'descendant', 'abstract', 'class', 'class', 'derive', 'abstract', 'class', 'instantiate', 'abstract', 'method', 'parent', 'class', 'implement', 'class', 'derivation', 'chain']"
42,"Most object-oriented programming languages allow the programmer to specify which classes are considered abstract and will not allow these to be instantiated. For example, in Java, C# and PHP, the keyword abstract is used.2627 In C++, an abstract class is a class having at least one abstract method given by the appropriate syntax in that language a pure virtual function in C++ parlance.25","['object', 'orient', 'programming', 'language', 'allow', 'programmer', 'specify', 'class', 'consider', 'abstract', 'allow', 'instantiate', 'example', 'java', 'php', 'keyword', 'abstract', 'used', 'c++', 'abstract', 'class', 'class', 'have', 'abstract', 'method', 'give', 'appropriate', 'syntax', 'language', 'pure', 'virtual', 'function', 'c++', 'parlance']"
43,"A class consisting of only virtual methods is called a Pure Abstract Base Class or Pure ABC in C++ and is also known as an interface by users of the language.13 Other languages, notably Java and C#, support a variant of abstract classes called an interface via a keyword in the language. In these languages, multiple inheritance is not allowed, but a class can implement multiple interfaces. Such a class can only contain abstract publicly accessible methods.192829","['class', 'consist', 'virtual', 'method', 'call', 'pure', 'abstract', 'base', 'class', 'pure', 'abc', 'c++', 'know', 'interface', 'user', 'language', 'language', 'notably', 'java', 'support', 'variant', 'abstract', 'class', 'call', 'interface', 'keyword', 'language', 'language', 'multiple', 'inheritance', 'allow', 'class', 'implement', 'multiple', 'interface', 'class', 'contain', 'abstract', 'publicly', 'accessible', 'methods']"
44,"A concrete class is a class that can be instantiated, as opposed to abstract classes, which cannot.","['concrete', 'class', 'class', 'instantiate', 'oppose', 'abstract', 'class']"
45,"In some languages, classes can be declared in scopes other than the global scope. There are various types of such classes.","['language', 'class', 'declare', 'scope', 'global', 'scope', 'type', 'class']"
46,"An inner class is a class defined within another class. The relationship between an inner class and its containing class can also be treated as another type of class association. An inner class is typically neither associated with instances of the enclosing class nor instantiated along with its enclosing class. Depending on language, it may or may not be possible to refer to the class from outside the enclosing class. A related concept is inner types, also known as inner data type or nested type, which is a generalization of the concept of inner classes. C++ is an example of a language that supports both inner classes and inner types via typedef declarations.3031","['inner', 'class', 'class', 'define', 'class', 'relationship', 'inner', 'class', 'contain', 'class', 'treat', 'type', 'class', 'association', 'inner', 'class', 'typically', 'associate', 'instance', 'enclosing', 'class', 'instantiate', 'enclose', 'class', 'depend', 'language', 'possible', 'refer', 'class', 'outside', 'enclosing', 'class', 'related', 'concept', 'inner', 'type', 'know', 'inner', 'datum', 'type', 'nested', 'type', 'generalization', 'concept', 'inner', 'class', 'c++', 'example', 'language', 'support', 'inner', 'class', 'inner', 'type', 'typedef', 'declarations']"
47,"Another type is a local class, which is a class defined within a procedure or function. This limits references to the class name to within the scope where the class is declared. Depending on the semantic rules of the language, there may be additional restrictions on local classes compared to non-local ones. One common restriction is to disallow local class methods to access local variables of the enclosing function. For example, in C++, a local class may refer to static variables declared within its enclosing function, but may not access the function's automatic variables.32","['type', 'local', 'class', 'class', 'define', 'procedure', 'function', 'limit', 'reference', 'class', 'scope', 'class', 'declare', 'depend', 'semantic', 'rule', 'language', 'additional', 'restriction', 'local', 'class', 'compare', 'non', 'local', 'one', 'common', 'restriction', 'disallow', 'local', 'class', 'method', 'access', 'local', 'variable', 'enclosing', 'function', 'example', 'c++', 'local', 'class', 'refer', 'static', 'variable', 'declare', 'enclose', 'function', 'access', 'function', 'automatic', 'variables']"
48,Metaclasses are classes whose instances are classes.33 A metaclass describes a common structure of a collection of classes and can implement a design pattern or describe particular kinds of classes. Metaclasses are often used to describe frameworks.34,"['metaclasse', 'class', 'instance', 'classes', 'metaclass', 'describe', 'common', 'structure', 'collection', 'class', 'implement', 'design', 'pattern', 'describe', 'particular', 'kind', 'class', 'metaclasse', 'describe', 'frameworks']"
49,"In some languages, such as Python, Ruby or Smalltalk, a class is also an object; thus each class is an instance of a unique metaclass that is built into the language. 4 35 36 The Common Lisp Object System CLOS provides metaobject protocols MOPs to implement those classes and metaclasses. 37","['language', 'python', 'ruby', 'smalltalk', 'class', 'object', 'class', 'instance', 'unique', 'metaclass', 'build', 'language', 'common', 'lisp', 'object', 'system', 'clos', 'provide', 'metaobject', 'protocol', 'mop', 'implement', 'class', 'metaclasse']"
